iter	Passed	Remaining
441	1239	1564
442	1241	1561
443	1244	1557
444	1246	1554
445	1248	1551
446	1251	1547
447	1253	1544
448	1255	1540
449	1258	1537
450	1260	1534
451	1262	1531
452	1265	1527
453	1267	1524
454	1270	1521
455	1272	1518
456	1275	1514
457	1277	1511
458	1279	1508
459	1281	1504
460	1284	1501
461	1286	1498
462	1289	1495
463	1292	1493
464	1295	1490
465	1297	1487
466	1300	1484
467	1303	1482
468	1306	1479
469	1308	1475
470	1310	1472
471	1313	1468
472	1315	1465
473	1318	1463
474	1320	1459
475	1323	1456
476	1325	1453
477	1327	1449
478	1329	1446
479	1332	1443
480	1334	1439
481	1336	1436
482	1339	1433
483	1341	1430
484	1343	1426
485	1346	1424
486	1348	1420
487	1351	1417
488	1353	1414
489	1355	1411
490	1358	1408
491	1360	1405
492	1363	1402
493	1365	1398
494	1368	1395
495	1370	1392
496	1373	1389
497	1375	1386
498	1377	1383
499	1379	1379
500	1382	1376
501	1384	1373
502	1387	1370
503	1389	1367
504	1392	1364
505	1394	1361
506	1397	1358
507	1399	1355
508	1402	1352
509	1404	1349
510	1406	1346
511	1409	1342
512	1411	1339
513	1414	1337
514	1417	1334
515	1420	1332
516	1422	1329
517	1425	1326
518	1427	1323
519	1429	1319
520	1432	1316
521	1434	1313
522	1436	1310
523	1439	1307
524	1441	1304
525	1444	1301
526	1446	1298
527	1448	1295
528	1451	1292
529	1453	1288
530	1455	1285
531	1458	1282
532	1460	1279
533	1462	1276
534	1465	1273
535	1467	1270
536	1470	1267
537	1472	1264
538	1474	1261
539	1477	1258
540	1479	1255
541	1481	1252
542	1484	1249
543	1487	1246
544	1489	1243
545	1492	1240
546	1494	1237
547	1496	1234
548	1499	1232
549	1502	1229
550	1504	1225
551	1506	1222
552	1509	1219
553	1511	1216
554	1514	1214
555	1516	1211
556	1519	1208
557	1521	1205
558	1523	1202
559	1526	1199
560	1529	1196
561	1531	1193
562	1535	1191
563	1538	1189
564	1541	1186
565	1544	1184
566	1546	1181
567	1549	1178
568	1551	1175
569	1553	1171
570	1556	1169
571	1558	1166
572	1561	1163
573	1563	1160
574	1565	1157
575	1568	1154
576	1570	1151
577	1573	1148
578	1575	1145
579	1577	1142
580	1580	1139
581	1582	1136
582	1585	1133
583	1587	1130
584	1590	1127
585	1592	1125
586	1594	1122
587	1597	1119
588	1599	1116
589	1602	1113
590	1604	1110
591	1606	1107
592	1608	1104
593	1611	1101
594	1613	1098
595	1616	1095
596	1618	1092
597	1620	1089
598	1623	1086
599	1626	1084
600	1629	1081
601	1631	1078
602	1634	1076
603	1636	1073
604	1639	1070
605	1641	1067
606	1643	1064
607	1646	1061
608	1648	1058
609	1650	1055
610	1653	1052
611	1655	1049
612	1657	1046
613	1660	1043
614	1662	1040
615	1665	1037
616	1668	1035
617	1671	1033
618	1674	1030
619	1676	1027
620	1679	1024
621	1681	1022
622	1684	1019
623	1686	1016
624	1688	1013
625	1691	1010
626	1692	1007
627	1695	1004
628	1697	1001
629	1699	998
630	1702	995
631	1704	992
632	1707	989
633	1709	986
634	1711	984
635	1714	981
636	1716	978
637	1719	975
638	1721	972
639	1724	969
640	1726	966
641	1728	963
642	1730	960
643	1733	958
644	1735	955
645	1738	952
646	1740	949
647	1742	946
648	1745	943
649	1747	941
650	1750	938
651	1753	936
652	1756	933
653	1758	930
654	1760	927
655	1763	924
656	1765	921
657	1768	918
658	1770	916
659	1772	913
660	1775	910
661	1777	907
662	1779	904
663	1781	901
664	1784	898
665	1786	896
666	1789	893
667	1791	890
668	1793	887
669	1796	884
670	1799	882
671	1801	879
672	1803	876
673	1806	873
674	1808	870
675	1811	868
676	1813	865
677	1815	862
678	1818	859
679	1820	856
680	1823	854
681	1825	851
682	1827	848
683	1830	845
684	1832	842
685	1835	840
686	1837	837
687	1840	834
688	1842	831
689	1844	828
690	1847	826
691	1849	823
692	1852	820
693	1854	817
694	1856	814
695	1859	812
696	1861	809
697	1864	806
698	1866	803
699	1868	800
700	1871	798
701	1873	795
702	1876	792
703	1878	789
704	1880	787
705	1882	783
706	1884	781
707	1886	778
708	1889	775
709	1892	772
710	1894	770
711	1897	767
712	1899	764
713	1901	761
714	1904	759
715	1907	756
716	1910	754
717	1914	751
718	1917	749
719	1920	746
720	1922	743
721	1924	741
722	1927	738
723	1929	735
724	1932	732
725	1934	730
726	1937	727
727	1939	724
728	1941	721
729	1944	719
730	1946	716
731	1949	713
732	1951	710
733	1953	707
734	1955	705
735	1958	702
736	1961	700
737	1964	697
738	1966	694
739	1969	691
740	1971	689
741	1974	686
742	1977	683
743	1979	681
744	1982	678
745	1984	675
746	1986	672
747	1989	670
748	1992	667
749	1994	664
750	1996	661
751	1998	659
752	2001	656
753	2003	653
754	2006	650
755	2008	648
756	2010	645
757	2013	642
758	2015	639
759	2018	637
760	2020	634
761	2022	631
762	2025	629
763	2027	626
764	2029	623
765	2032	620
766	2034	618
767	2036	615
768	2039	612
769	2041	609
770	2044	607
771	2046	604
772	2048	601
773	2051	598
774	2053	596
775	2055	593
776	2058	590
777	2060	588
778	2063	585
779	2065	582
780	2067	579
781	2070	577
782	2072	574
783	2076	572
784	2079	569
785	2081	566
786	2083	564
787	2086	561
788	2088	558
789	2091	555
790	2093	553
791	2096	550
792	2098	547
793	2100	545
794	2103	542
795	2105	539
796	2107	536
797	2110	534
798	2112	531
799	2115	528
800	2117	526
801	2119	523
802	2122	520
803	2124	518
804	2127	515
805	2129	512
806	2131	509
807	2134	507
808	2136	504
809	2139	501
810	2141	499
811	2144	496
812	2146	493
813	2148	491
814	2151	488
815	2153	485
816	2156	482
817	2157	480
818	2160	477
819	2162	474
820	2164	471
821	2167	469
822	2170	466
823	2172	464
824	2175	461
825	2177	458
826	2179	455
827	2182	453
828	2184	450
829	2186	447
830	2189	445
831	2191	442
832	2194	439
833	2196	437
834	2198	434
835	2201	431
836	2203	429
837	2205	426
838	2208	423
839	2210	421
840	2212	418
841	2215	415
842	2217	412
843	2219	410
844	2222	407
845	2224	404
846	2226	402
847	2229	399
848	2231	396
849	2233	394
850	2236	391
851	2238	388
852	2241	386
853	2243	383
854	2245	380
855	2247	378
856	2250	375
857	2252	372
858	2255	370
859	2257	367
860	2259	364
861	2262	362
862	2264	359
863	2266	356
864	2269	354
865	2271	351
866	2273	348
867	2276	346
868	2278	343
869	2281	340
870	2284	338
871	2287	335
872	2290	333
873	2293	330
874	2296	328
875	2300	325
876	2302	322
877	2305	320
878	2308	317
879	2311	315
880	2315	312
881	2320	310
882	2324	307
883	2327	305
884	2330	302
885	2333	300
886	2336	297
887	2338	294
888	2340	292
889	2343	289
890	2345	286
891	2347	284
892	2350	281
893	2352	278
894	2355	276
895	2357	273
896	2359	270
897	2362	268
898	2364	265
899	2366	262
900	2369	260
901	2371	257
902	2373	254
903	2376	252
904	2379	249
905	2381	247
906	2383	244
907	2386	241
908	2388	239
909	2390	236
910	2393	233
911	2395	231
912	2397	228
913	2400	225
914	2402	223
915	2404	220
916	2407	217
917	2409	215
918	2411	212
919	2414	209
920	2416	207
921	2418	204
922	2421	201
923	2423	199
924	2425	196
925	2428	194
926	2430	191
927	2433	188
928	2436	186
929	2439	183
930	2441	180
931	2443	178
932	2446	175
933	2448	173
934	2450	170
935	2454	167
936	2457	165
937	2459	162
938	2462	159
939	2465	157
940	2468	154
941	2470	152
942	2472	149
943	2475	146
944	2477	144
945	2480	141
946	2482	138
947	2485	136
948	2487	133
949	2490	131
950	2492	128
951	2494	125
952	2497	123
953	2499	120
954	2501	117
955	2504	115
956	2506	112
957	2510	110
958	2512	107
959	2515	104
960	2517	102
961	2519	99
962	2522	96
963	2525	94
964	2527	91
965	2530	89
966	2532	86
967	2534	83
968	2537	81
969	2539	78
970	2542	75
971	2544	73
972	2546	70
973	2549	68
974	2551	65
975	2553	62
976	2556	60
977	2558	57
978	2560	54
979	2563	52
980	2566	49
981	2568	47
982	2570	44
983	2573	41
984	2575	39
985	2577	36
986	2580	33
987	2582	31
988	2584	28
989	2587	26
990	2589	23
991	2591	20
992	2594	18
993	2596	15
994	2598	13
995	2601	10
996	2603	7
997	2606	5
998	2608	2
999	2611	0
